,Config,Filename,Model,Name,Species
357,"['pair_style kim EAM_Dynamo_LiuLiuBorucki_1999_AlCu__MO_020851069572_000\n', 'pair_coeff * * Al Cu\n']",[],OpenKIM,EAM_Dynamo_LiuLiuBorucki_1999_AlCu__MO_020851069572_000,"['Al', 'Cu']"
358,"['pair_style kim EAM_Dynamo_LiuOhotnickyAdams_1997_AlMg__MO_559870613549_000\n', 'pair_coeff * * Al Mg\n']",[],OpenKIM,EAM_Dynamo_LiuOhotnickyAdams_1997_AlMg__MO_559870613549_000,"['Al', 'Mg']"
359,"['pair_style kim EAM_Dynamo_MarinicaVentelonGilbert_2013EAM2_W__MO_204305659515_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_MarinicaVentelonGilbert_2013EAM2_W__MO_204305659515_000,['W']
360,"['pair_style kim EAM_Dynamo_MarinicaVentelonGilbert_2013EAM3_W__MO_706622909913_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_MarinicaVentelonGilbert_2013EAM3_W__MO_706622909913_000,['W']
361,[],[],OpenKIM,EAM_Dynamo_MarinicaVentelonGilbert_2013EAM4__MO_046576227003_000,[]
362,"['pair_style kim EAM_Dynamo_Marinica_2007_Fe__MO_466808877130_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_Marinica_2007_Fe__MO_466808877130_000,['Fe']
363,"['pair_style kim EAM_Dynamo_Marinica_2011_Fe__MO_255315407910_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_Marinica_2011_Fe__MO_255315407910_000,['Fe']
364,"['pair_style kim EAM_Dynamo_MendelevAckland_2007_Zr__MO_537826574817_000\n', 'pair_coeff * * Zr\n']",[],OpenKIM,EAM_Dynamo_MendelevAckland_2007_Zr__MO_537826574817_000,['Zr']
365,"['pair_style kim EAM_Dynamo_MendelevAckland_2007v3_Zr__MO_004835508849_000\n', 'pair_coeff * * Zr\n']",[],OpenKIM,EAM_Dynamo_MendelevAckland_2007v3_Zr__MO_004835508849_000,['Zr']
366,"['pair_style kim EAM_Dynamo_MendelevAstaRahman_2009_AlMg__MO_658278549784_005\n', 'pair_coeff * * Al Mg\n']",[],OpenKIM,EAM_Dynamo_MendelevAstaRahman_2009_AlMg__MO_658278549784_005,"['Al', 'Mg']"
367,"['pair_style kim EAM_Dynamo_MendelevFangYe_2015_AlSm__MO_338600200739_000\n', 'pair_coeff * * Al Sm\n']",[],OpenKIM,EAM_Dynamo_MendelevFangYe_2015_AlSm__MO_338600200739_000,"['Al', 'Sm']"
368,"['pair_style kim EAM_Dynamo_MendelevHanSon_2007_VFe__MO_249706810527_005\n', 'pair_coeff * * V Fe\n']",[],OpenKIM,EAM_Dynamo_MendelevHanSon_2007_VFe__MO_249706810527_005,"['V', 'Fe']"
369,"['pair_style kim EAM_Dynamo_MendelevHanSrolovitz_2003Potential2_Fe__MO_769582363439_005\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_MendelevHanSrolovitz_2003Potential2_Fe__MO_769582363439_005,['Fe']
370,"['pair_style kim EAM_Dynamo_MendelevHanSrolovitz_2003Potential5_Fe__MO_942420706858_005\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_MendelevHanSrolovitz_2003Potential5_Fe__MO_942420706858_005,['Fe']
371,"['pair_style kim EAM_Dynamo_MendelevHanSrolovitz_2003_Fe__MO_807997826449_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_MendelevHanSrolovitz_2003_Fe__MO_807997826449_000,['Fe']
372,"['pair_style kim EAM_Dynamo_MendelevKing_2008_Cu__MO_748636486270_005\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_MendelevKing_2008_Cu__MO_748636486270_005,['Cu']
373,"['pair_style kim EAM_Dynamo_MendelevKramerBecker_2008_Al__MO_106969701023_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_MendelevKramerBecker_2008_Al__MO_106969701023_005,['Al']
374,"['pair_style kim EAM_Dynamo_MendelevKramerBecker_2008_Cu__MO_945691923444_005\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_MendelevKramerBecker_2008_Cu__MO_945691923444_005,['Cu']
375,"['pair_style kim EAM_Dynamo_MendelevKramerHao_2012_NiZr__MO_149104665840_005\n', 'pair_coeff * * Ni Zr\n']",[],OpenKIM,EAM_Dynamo_MendelevKramerHao_2012_NiZr__MO_149104665840_005,"['Ni', 'Zr']"
376,"['pair_style kim EAM_Dynamo_MendelevKramerHao_2012_Ni__MO_832600236922_005\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_MendelevKramerHao_2012_Ni__MO_832600236922_005,['Ni']
377,"['pair_style kim EAM_Dynamo_MendelevKramerOtt_2009_CuZr__MO_600021860456_005\n', 'pair_coeff * * Cu Zr\n']",[],OpenKIM,EAM_Dynamo_MendelevKramerOtt_2009_CuZr__MO_600021860456_005,"['Cu', 'Zr']"
378,"['pair_style kim EAM_Dynamo_MendelevSordeletKramer_2007_CuZr__MO_120596890176_005\n', 'pair_coeff * * Cu Zr\n']",[],OpenKIM,EAM_Dynamo_MendelevSordeletKramer_2007_CuZr__MO_120596890176_005,"['Cu', 'Zr']"
379,"['pair_style kim EAM_Dynamo_MendelevSrolovitzAckland_2005_AlFe__MO_577453891941_005\n', 'pair_coeff * * Al Fe\n']",[],OpenKIM,EAM_Dynamo_MendelevSrolovitzAckland_2005_AlFe__MO_577453891941_005,"['Al', 'Fe']"
380,"['pair_style kim EAM_Dynamo_Mendelev_2003_Fe__MO_546673549085_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_Mendelev_2003_Fe__MO_546673549085_000,['Fe']
381,"['pair_style kim EAM_Dynamo_Mendelev_2007_Zr__MO_848899341753_000\n', 'pair_coeff * * Zr\n']",[],OpenKIM,EAM_Dynamo_Mendelev_2007_Zr__MO_848899341753_000,['Zr']
382,"['pair_style kim EAM_Dynamo_Mendelev_2015_Na__MO_094065024556_000\n', 'pair_coeff * * Na\n']",[],OpenKIM,EAM_Dynamo_Mendelev_2015_Na__MO_094065024556_000,['Na']
383,"['pair_style kim EAM_Dynamo_Mendelev_2018_Tb__MO_522239651961_000\n', 'pair_coeff * * Tb\n']",[],OpenKIM,EAM_Dynamo_Mendelev_2018_Tb__MO_522239651961_000,['Tb']
384,"['pair_style kim EAM_Dynamo_MishinFarkasMehl_1999_Al__MO_651801486679_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_MishinFarkasMehl_1999_Al__MO_651801486679_005,['Al']
385,"['pair_style kim EAM_Dynamo_MishinFarkasMehl_1999_Ni__MO_400591584784_005\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_MishinFarkasMehl_1999_Ni__MO_400591584784_005,['Ni']
386,"['pair_style kim EAM_Dynamo_MishinMehlPapaconstantopoulos_2001_Cu__MO_346334655118_005\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_MishinMehlPapaconstantopoulos_2001_Cu__MO_346334655118_005,['Cu']
387,"['pair_style kim EAM_Dynamo_MishinMehlPapaconstantopoulos_2002_NiAl__MO_109933561507_005\n', 'pair_coeff * * Ni Al\n']",[],OpenKIM,EAM_Dynamo_MishinMehlPapaconstantopoulos_2002_NiAl__MO_109933561507_005,"['Ni', 'Al']"
388,"['pair_style kim EAM_Dynamo_Mishin_2004_NiAl__MO_101214310689_005\n', 'pair_coeff * * Ni Al\n']",[],OpenKIM,EAM_Dynamo_Mishin_2004_NiAl__MO_101214310689_005,"['Ni', 'Al']"
389,"['pair_style kim EAM_Dynamo_NicholAckland_2016_Na__MO_048172193005_000\n', 'pair_coeff * * Na\n']",[],OpenKIM,EAM_Dynamo_NicholAckland_2016_Na__MO_048172193005_000,['Na']
390,"['pair_style kim EAM_Dynamo_NicholAckland_2016v2_Cs__MO_144828415103_000\n', 'pair_coeff * * Cs\n']",[],OpenKIM,EAM_Dynamo_NicholAckland_2016v2_Cs__MO_144828415103_000,['Cs']
391,"['pair_style kim EAM_Dynamo_NicholAckland_2016v2_Rb__MO_874930365376_000\n', 'pair_coeff * * Rb\n']",[],OpenKIM,EAM_Dynamo_NicholAckland_2016v2_Rb__MO_874930365376_000,['Rb']
392,"['pair_style kim EAM_Dynamo_OBrienBarrPrice_2018_PtAu__MO_946831081299_000\n', 'pair_coeff * * Pt Au\n']",[],OpenKIM,EAM_Dynamo_OBrienBarrPrice_2018_PtAu__MO_946831081299_000,"['Pt', 'Au']"
393,"['pair_style kim EAM_Dynamo_Olsson_2010_Au__MO_228280943430_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_Olsson_2010_Au__MO_228280943430_000,['Au']
394,"['pair_style kim EAM_Dynamo_OnatDurukanoglu_2014_CuNi__MO_592013496703_005\n', 'pair_coeff * * Cu Ni\n']",[],OpenKIM,EAM_Dynamo_OnatDurukanoglu_2014_CuNi__MO_592013496703_005,"['Cu', 'Ni']"
395,"['pair_style kim EAM_Dynamo_PunMishin_2009_NiAl__MO_751354403791_005\n', 'pair_coeff * * Ni Al\n']",[],OpenKIM,EAM_Dynamo_PunMishin_2009_NiAl__MO_751354403791_005,"['Ni', 'Al']"
396,"['pair_style kim EAM_Dynamo_PunMishin_2012_Co__MO_885079680379_005\n', 'pair_coeff * * Co\n']",[],OpenKIM,EAM_Dynamo_PunMishin_2012_Co__MO_885079680379_005,['Co']
397,"['pair_style kim EAM_Dynamo_PunYamakovMishin_2013_AlCo__MO_678952612413_000\n', 'pair_coeff * * Al Co\n']",[],OpenKIM,EAM_Dynamo_PunYamakovMishin_2013_AlCo__MO_678952612413_000,"['Al', 'Co']"
398,"['pair_style kim EAM_Dynamo_PunYamakovMishin_2013_NiAlCo__MO_826591359508_000\n', 'pair_coeff * * Ni Al Co\n']",[],OpenKIM,EAM_Dynamo_PunYamakovMishin_2013_NiAlCo__MO_826591359508_000,"['Ni', 'Al', 'Co']"
399,"['pair_style kim EAM_Dynamo_PunYamakovMishin_2015_NiCo__MO_010613863288_000\n', 'pair_coeff * * Ni Co\n']",[],OpenKIM,EAM_Dynamo_PunYamakovMishin_2015_NiCo__MO_010613863288_000,"['Ni', 'Co']"
400,"['pair_style kim EAM_Dynamo_Pun_2017_Au__MO_188701096956_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_Pun_2017_Au__MO_188701096956_000,['Au']
401,"['pair_style kim EAM_Dynamo_RaveloGermannGuerrero_2013Ta1_Ta__MO_816821594689_000\n', 'pair_coeff * * Ta\n']",[],OpenKIM,EAM_Dynamo_RaveloGermannGuerrero_2013Ta1_Ta__MO_816821594689_000,['Ta']
402,"['pair_style kim EAM_Dynamo_RaveloGermannGuerrero_2013Ta2_Ta__MO_330376344314_000\n', 'pair_coeff * * Ta\n']",[],OpenKIM,EAM_Dynamo_RaveloGermannGuerrero_2013Ta2_Ta__MO_330376344314_000,['Ta']
403,"['pair_style kim EAM_Dynamo_SchopfBrommerFrigan_2012_AlMnPd__MO_137572817842_000\n', 'pair_coeff * * Al Mn Pd\n']",[],OpenKIM,EAM_Dynamo_SchopfBrommerFrigan_2012_AlMnPd__MO_137572817842_000,"['Al', 'Mn', 'Pd']"
404,"['pair_style kim EAM_Dynamo_SmirnovaKuskinStarikov_2013_UMoXe__MO_679329885632_005\n', 'pair_coeff * * U Mo Xe\n']",[],OpenKIM,EAM_Dynamo_SmirnovaKuskinStarikov_2013_UMoXe__MO_679329885632_005,"['U', 'Mo', 'Xe']"
405,"['pair_style kim EAM_Dynamo_SmirnovaStarikovStegailov_2012_U__MO_649864794085_000\n', 'pair_coeff * * U\n']",[],OpenKIM,EAM_Dynamo_SmirnovaStarikovStegailov_2012_U__MO_649864794085_000,['U']
406,"['pair_style kim EAM_Dynamo_SturgeonLaird_2000_Al__MO_120808805541_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_SturgeonLaird_2000_Al__MO_120808805541_005,['Al']
407,"['pair_style kim EAM_Dynamo_SunMendelevBecker_2006_Mg__MO_848345414202_005\n', 'pair_coeff * * Mg\n']",[],OpenKIM,EAM_Dynamo_SunMendelevBecker_2006_Mg__MO_848345414202_005,['Mg']
408,"['pair_style kim EAM_Dynamo_TehranchiCurtin_2010_NiH__MO_535504325462_003\n', 'pair_coeff * * Ni H\n']",[],OpenKIM,EAM_Dynamo_TehranchiCurtin_2010_NiH__MO_535504325462_003,"['Ni', 'H']"
409,"['pair_style kim EAM_Dynamo_VailheFarkas_1997_CoAl__MO_284963179498_005\n', 'pair_coeff * * Co Al\n']",[],OpenKIM,EAM_Dynamo_VailheFarkas_1997_CoAl__MO_284963179498_005,"['Co', 'Al']"
410,"['pair_style kim EAM_Dynamo_WilliamsMishinHamilton_2006_Ag__MO_131620013077_005\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_WilliamsMishinHamilton_2006_Ag__MO_131620013077_005,['Ag']
411,"['pair_style kim EAM_Dynamo_WilliamsMishinHamilton_2006_CuAg__MO_128703483589_005\n', 'pair_coeff * * Cu Ag\n']",[],OpenKIM,EAM_Dynamo_WilliamsMishinHamilton_2006_CuAg__MO_128703483589_005,"['Cu', 'Ag']"
412,"['pair_style kim EAM_Dynamo_WilsonMendelev_2015_NiZr__MO_306032198193_000\n', 'pair_coeff * * Ni Zr\n']",[],OpenKIM,EAM_Dynamo_WilsonMendelev_2015_NiZr__MO_306032198193_000,"['Ni', 'Zr']"
413,"['pair_style kim EAM_Dynamo_WilsonMendelev_2016_Mg__MO_574574915905_000\n', 'pair_coeff * * Mg\n']",[],OpenKIM,EAM_Dynamo_WilsonMendelev_2016_Mg__MO_574574915905_000,['Mg']
414,"['pair_style kim EAM_Dynamo_WineyKubotaGupta_2010_Al__MO_149316865608_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_WineyKubotaGupta_2010_Al__MO_149316865608_005,['Al']
415,"['pair_style kim EAM_Dynamo_WuTrinkle_2009_CuAg__MO_270337113239_005\n', 'pair_coeff * * Cu Ag\n']",[],OpenKIM,EAM_Dynamo_WuTrinkle_2009_CuAg__MO_270337113239_005,"['Cu', 'Ag']"
416,"['pair_style kim EAM_Dynamo_Zhakhovsky_2009_Al__MO_519613893196_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_Zhakhovsky_2009_Al__MO_519613893196_000,['Al']
417,"['pair_style kim EAM_Dynamo_Zhakhovsky_2009_Au__MO_173248269481_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_Zhakhovsky_2009_Au__MO_173248269481_000,['Au']
418,"['pair_style kim EAM_Dynamo_ZhangAshcraftMendelev_2016_NiNb__MO_047308317761_000\n', 'pair_coeff * * Ni Nb\n']",[],OpenKIM,EAM_Dynamo_ZhangAshcraftMendelev_2016_NiNb__MO_047308317761_000,"['Ni', 'Nb']"
419,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_CuAgAu__MO_318213562153_000\n', 'pair_coeff * * Cu Ag Au\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_CuAgAu__MO_318213562153_000,"['Cu', 'Ag', 'Au']"
420,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Ag__MO_947112899505_005\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Ag__MO_947112899505_005,['Ag']
421,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Al__MO_131650261510_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Al__MO_131650261510_005,['Al']
422,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Au__MO_468407568810_005\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Au__MO_468407568810_005,['Au']
423,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Co__MO_924630542818_005\n', 'pair_coeff * * Co\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Co__MO_924630542818_005,['Co']
424,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Cu__MO_127245782811_005\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Cu__MO_127245782811_005,['Cu']
425,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Fe__MO_650279905230_005\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Fe__MO_650279905230_005,['Fe']
426,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Mg__MO_137404467969_005\n', 'pair_coeff * * Mg\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Mg__MO_137404467969_005,['Mg']
427,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Mo__MO_271256517527_005\n', 'pair_coeff * * Mo\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Mo__MO_271256517527_005,['Mo']
428,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Ni__MO_110256178378_005\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Ni__MO_110256178378_005,['Ni']
429,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Pb__MO_116920074573_005\n', 'pair_coeff * * Pb\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Pb__MO_116920074573_005,['Pb']
430,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Ta__MO_130046220009_005\n', 'pair_coeff * * Ta\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Ta__MO_130046220009_005,['Ta']
431,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Ti__MO_723456820410_005\n', 'pair_coeff * * Ti\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Ti__MO_723456820410_005,['Ti']
432,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_W__MO_524392058194_005\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_W__MO_524392058194_005,['W']
433,"['pair_style kim EAM_Dynamo_ZhouJohnsonWadley_2004_Zr__MO_103270551167_005\n', 'pair_coeff * * Zr\n']",[],OpenKIM,EAM_Dynamo_ZhouJohnsonWadley_2004_Zr__MO_103270551167_005,['Zr']
434,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ag__MO_505250810900_000\n', 'pair_coeff * * Ag\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ag__MO_505250810900_000,['Ag']
435,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Al__MO_060567868558_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Al__MO_060567868558_000,['Al']
436,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Au__MO_684444719999_000\n', 'pair_coeff * * Au\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Au__MO_684444719999_000,['Au']
437,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Co__MO_247800397145_000\n', 'pair_coeff * * Co\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Co__MO_247800397145_000,['Co']
438,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_CuTa__MO_950828638160_000\n', 'pair_coeff * * Cu Ta\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_CuTa__MO_950828638160_000,"['Cu', 'Ta']"
439,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Cu__MO_759493141826_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Cu__MO_759493141826_000,['Cu']
440,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Fe__MO_681088298208_000\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Fe__MO_681088298208_000,['Fe']
441,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Mg__MO_894868634445_000\n', 'pair_coeff * * Mg\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Mg__MO_894868634445_000,['Mg']
442,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Mo__MO_230319944007_000\n', 'pair_coeff * * Mo\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Mo__MO_230319944007_000,['Mo']
443,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ni__MO_593762436933_000\n', 'pair_coeff * * Ni\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ni__MO_593762436933_000,['Ni']
444,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Pb__MO_988703794028_000\n', 'pair_coeff * * Pb\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Pb__MO_988703794028_000,['Pb']
445,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Pd__MO_993644691224_000\n', 'pair_coeff * * Pd\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Pd__MO_993644691224_000,['Pd']
446,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Pt__MO_601539325066_000\n', 'pair_coeff * * Pt\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Pt__MO_601539325066_000,['Pt']
447,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ta__MO_568033730744_000\n', 'pair_coeff * * Ta\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ta__MO_568033730744_000,['Ta']
448,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ti__MO_101966451181_000\n', 'pair_coeff * * Ti\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Ti__MO_101966451181_000,['Ti']
449,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_W__MO_914556822329_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_W__MO_914556822329_000,['W']
450,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Zr__MO_380166217430_000\n', 'pair_coeff * * Zr\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001NISTretabulation_Zr__MO_380166217430_000,['Zr']
451,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001_Al__MO_049243498555_000\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001_Al__MO_049243498555_000,['Al']
452,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001_CuTa__MO_547744193826_000\n', 'pair_coeff * * Cu Ta\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001_CuTa__MO_547744193826_000,"['Cu', 'Ta']"
453,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001_Cu__MO_380822813353_000\n', 'pair_coeff * * Cu\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001_Cu__MO_380822813353_000,['Cu']
454,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001_Pt__MO_102190350384_005\n', 'pair_coeff * * Pt\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001_Pt__MO_102190350384_005,['Pt']
455,"['pair_style kim EAM_Dynamo_ZhouWadleyJohnson_2001_W__MO_621445647666_000\n', 'pair_coeff * * W\n']",[],OpenKIM,EAM_Dynamo_ZhouWadleyJohnson_2001_W__MO_621445647666_000,['W']
456,"['pair_style kim EAM_Dynamo_ZhouZimmermanWong_2008_PdH__MO_114797992931_000\n', 'pair_coeff * * Pd H\n']",[],OpenKIM,EAM_Dynamo_ZhouZimmermanWong_2008_PdH__MO_114797992931_000,"['Pd', 'H']"
457,"['pair_style kim EAM_Dynamo_ZopeMishin_2003_Al__MO_664470114311_005\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_Dynamo_ZopeMishin_2003_Al__MO_664470114311_005,['Al']
458,"['pair_style kim EAM_Dynamo_ZopeMishin_2003_TiAl__MO_117656786760_005\n', 'pair_coeff * * Ti Al\n']",[],OpenKIM,EAM_Dynamo_ZopeMishin_2003_TiAl__MO_117656786760_005,"['Ti', 'Al']"
459,"['pair_style kim EAM_ErcolessiAdams_1994_Al__MO_324507536345_002\n', 'pair_coeff * * Al\n']",[],OpenKIM,EAM_ErcolessiAdams_1994_Al__MO_324507536345_002,['Al']
460,"['pair_style kim EAM_IMD_BrommerBoissieuEuchner_2009_MgZn__MO_710767216198_003\n', 'pair_coeff * * Mg Zn\n']",[],OpenKIM,EAM_IMD_BrommerBoissieuEuchner_2009_MgZn__MO_710767216198_003,"['Mg', 'Zn']"
461,"['pair_style kim EAM_IMD_BrommerGaehlerMihalkovic_2007_CaCd__MO_145183423516_003\n', 'pair_coeff * * Ca Cd\n']",[],OpenKIM,EAM_IMD_BrommerGaehlerMihalkovic_2007_CaCd__MO_145183423516_003,"['Ca', 'Cd']"
462,"['pair_style kim EAM_IMD_BrommerGaehler_2006A_AlNiCo__MO_122703700223_003\n', 'pair_coeff * * Al Ni Co\n']",[],OpenKIM,EAM_IMD_BrommerGaehler_2006A_AlNiCo__MO_122703700223_003,"['Al', 'Ni', 'Co']"
463,"['pair_style kim EAM_IMD_BrommerGaehler_2006B_AlNiCo__MO_128037485276_003\n', 'pair_coeff * * Al Ni Co\n']",[],OpenKIM,EAM_IMD_BrommerGaehler_2006B_AlNiCo__MO_128037485276_003,"['Al', 'Ni', 'Co']"
464,"['pair_style kim EAM_IMD_SchopfBrommerFrigan_2012_AlMnPd__MO_878712978062_003\n', 'pair_coeff * * Al Mn Pd\n']",[],OpenKIM,EAM_IMD_SchopfBrommerFrigan_2012_AlMnPd__MO_878712978062_003,"['Al', 'Mn', 'Pd']"
465,"['pair_style kim EAM_Magnetic2GQuintic_ChiesaDerletDudarev_2011_Fe__MO_140444321607_002\n', 'pair_coeff * * Fe\n']",[],OpenKIM,EAM_Magnetic2GQuintic_ChiesaDerletDudarev_2011_Fe__MO_140444321607_002,['Fe']
466,"['pair_style kim EAM_MagneticCubic_DerletNguyenDudarev_2007_Mo__MO_424746498193_002\n', 'pair_coeff * * Mo\n']",[],OpenKIM,EAM_MagneticCubic_DerletNguyenDudarev_2007_Mo__MO_424746498193_002,['Mo']
467,"['pair_style kim EAM_MagneticCubic_DerletNguyenDudarev_2007_Nb__MO_218026715338_002\n', 'pair_coeff * * Nb\n']",[],OpenKIM,EAM_MagneticCubic_DerletNguyenDudarev_2007_Nb__MO_218026715338_002,['Nb']
